Nota em matemática;501,43;74,38
Nota em linguagens;504,85;49,83
Nota em ciências naturais;478,80;54,12
Nota em ciências humanas;520,11;58,85
Nota em redação;272,97;222,99
Taxa de abandono;5,237171947;7,732611088
Taxa de reprovação;9,747249987;8,656366883
Taxa de distorção;22,68637;19,15518226
Taxa de aprovação;85,01557807;12,57836051
